timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,
1.65546E+12,1176,Login,200,OK,Workers 1-72,text,TRUE,,3195,810,150,202,http://localhost/login,1176,0,1,,,
1.65546E+12,754,Login,200,OK,Workers 1-132,text,TRUE,,3194,801,150,202,http://localhost/login,754,0,2,,,
1.65546E+12,1487,Login,200,OK,Workers 1-29,text,TRUE,,3192,795,150,202,http://localhost/login,1487,0,0,,,
1.65546E+12,193,addProductToCart,200,OK,Workers 1-82,text,TRUE,,3232,846,150,202,http://localhost/addToCart,193,0,1,,,
1.65546E+12,1498,Login,200,OK,Workers 1-49,text,TRUE,,3195,810,150,200,http://localhost/login,1498,0,1,,,
1.65546E+12,883,addProductToCart,200,OK,Workers 1-105,text,TRUE,,3231,820,150,200,http://localhost/addToCart,883,0,0,,,
1.65546E+12,1133,addProductToCart,200,OK,Workers 1-84,text,TRUE,,3231,816,150,194,http://localhost/addToCart,1133,0,0,,,
1.65546E+12,942,Login,200,OK,Workers 1-139,text,TRUE,,3196,801,150,187,http://localhost/login,942,0,1,,,
1.65546E+12,1824,Login,200,OK,Workers 1-13,text,TRUE,,3192,785,150,187,http://localhost/login,1824,0,1,,,
1.65546E+12,1452,Login,200,OK,Workers 1-66,text,TRUE,,3194,805,150,186,http://localhost/login,1452,0,1,,,
1.65546E+12,1529,Login,200,OK,Workers 1-57,text,TRUE,,3194,820,150,186,http://localhost/login,1529,0,1,,,
1.65546E+12,1563,Login,200,OK,Workers 1-53,text,TRUE,,3195,820,150,186,http://localhost/login,1563,0,0,,,
1.65546E+12,1494,Login,200,OK,Workers 1-64,text,TRUE,,3195,785,150,186,http://localhost/login,1494,0,0,,,
1.65546E+12,1146,Login,200,OK,Workers 1-114,text,TRUE,,3195,796,150,186,http://localhost/login,1146,0,1,,,
1.65546E+12,735,addProductToCart,200,OK,Workers 1-121,text,TRUE,,3232,846,150,185,http://localhost/addToCart,735,0,0,,,
1.65546E+12,30,addProductToCart,200,OK,Workers 1-64,text,TRUE,,3231,801,150,185,http://localhost/addToCart,30,0,1,,,
1.65546E+12,720,addProductToCart,200,OK,Workers 1-109,text,TRUE,,3231,845,150,185,http://localhost/addToCart,720,0,0,,,
1.65546E+12,694,addProductToCart,200,OK,Workers 1-42,text,TRUE,,3231,796,150,185,http://localhost/addToCart,694,0,0,,,
1.65546E+12,36,addProductToCart,200,OK,Workers 1-114,text,TRUE,,3232,841,150,185,http://localhost/addToCart,36,0,1,,,
1.65546E+12,805,addProductToCart,200,OK,Workers 1-16,text,TRUE,,3232,816,150,185,http://localhost/addToCart,805,0,0,,,
1.65546E+12,773,addProductToCart,200,OK,Workers 1-85,text,TRUE,,3231,831,150,185,http://localhost/addToCart,773,0,0,,,
1.65546E+12,2068,Login,200,OK,Workers 1-14,text,TRUE,,3193,810,150,185,http://localhost/login,2068,0,1,,,
1.65546E+12,628,addProductToCart,200,OK,Workers 1-140,text,TRUE,,3232,811,150,184,http://localhost/addToCart,628,0,1,,,
1.65546E+12,1825,Login,200,OK,Workers 1-50,text,TRUE,,3194,790,150,184,http://localhost/login,1824,0,1,,,
1.65546E+12,260,addProductToCart,200,OK,Workers 1-13,text,TRUE,,3231,796,150,184,http://localhost/addToCart,260,0,0,,,
1.65546E+12,12,addProductToCart,200,OK,Workers 1-14,text,TRUE,,3232,826,150,184,http://localhost/addToCart,11,0,0,,,
1.65546E+12,267,addProductToCart,200,OK,Workers 1-66,text,TRUE,,3231,826,150,184,http://localhost/addToCart,267,0,0,,,
1.65546E+12,12,addProductToCart,200,OK,Workers 1-50,text,TRUE,,3232,811,150,184,http://localhost/addToCart,11,0,0,,,
1.65546E+12,975,addProductToCart,200,OK,Workers 1-142,text,TRUE,,3232,811,150,184,http://localhost/addToCart,975,0,1,,,
1.65546E+12,1104,addProductToCart,200,OK,Workers 1-46,text,TRUE,,3232,811,150,184,http://localhost/addToCart,1104,0,1,,,
1.65546E+12,520,addProductToCart,200,OK,Workers 1-128,text,TRUE,,3231,796,150,184,http://localhost/addToCart,520,0,0,,,
